Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,CsFG,CsFG+,CsBR,CsTS,CsDZ,CsGR,CsVCFG,CsMIFG,CsSQ,CsVCTS,CsFU,CsRA,CsSN,CsNA,CsBCFG,CsTSRA,CsHZ
1,2008-10-29,51,32,42.0,-5.0,24,34.0,23.0,0.0,620.0,1650.0,NA,0.0,,0.0,0.0,29.47,30.21,3.7,32,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2008-10-29,51,33,42.0,,25,35.0,23.0,0.0,,,NA,,,,0.0,29.54,30.22,1.7,29,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2008-10-30,62,31,47.0,1.0,32,41.0,18.0,0.0,622.0,1649.0,NA,0.0,,0.0,0.0,29.57,30.31,10.5,19,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2008-10-30,63,34,49.0,,31,41.0,16.0,0.0,,,NA,,,,0.0,29.65,30.33,9.3,19,9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2008-10-31,70,48,59.0,13.0,46,51.0,6.0,0.0,623.0,1647.0,NA,0.0,,0.0,0.0,29.57,30.3,5.7,22,7.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2008-10-31,71,49,60.0,,46,51.0,5.0,0.0,,,HZ,,,,0.0,29.64,30.3,6.0,22,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2009-05-01,60,46,53.0,0.0,40,47.0,12.0,0.0,448.0,1849.0,RA,0.0,,0.0,0.02,29.26,29.98,8.4,29,8.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-05-01,62,48,55.0,,42,48.0,10.0,0.0,,,RA,,,,0.04,29.33,29.98,8.1,29,8.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-05-02,66,44,55.0,1.0,33,45.0,10.0,0.0,447.0,1850.0,NA,0.0,,0.0,0.0,29.21,29.94,8.8,26,9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-02,65,45,55.0,,34,46.0,10.0,0.0,,,NA,,,,0.0,29.28,29.95,9.2,27,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-03,70,43,57.0,3.0,34,47.0,8.0,0.0,446.0,1851.0,NA,0.0,,0.0,0.0,29.19,29.92,3.9,26,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-03,70,45,58.0,,35,48.0,7.0,0.0,,,NA,,,,0.0,29.26,29.92,4.7,26,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-04,70,43,57.0,3.0,34,47.0,8.0,0.0,444.0,1852.0,NA,0.0,,0.0,0.0,29.31,30.02,6.5,9,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-04,70,49,60.0,,36,48.0,5.0,0.0,,,NA,,,,0.0,29.37,30.02,7.1,9,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-05,71,49,60.0,5.0,40,50.0,5.0,0.0,443.0,1853.0,NA,0.0,,0.0,0.0,29.22,29.95,5.5,13,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-05,70,54,62.0,,41,51.0,3.0,0.0,,,NA,,,,0.0,29.28,29.95,5.1,12,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-06,75,51,63.0,8.0,51,55.0,2.0,0.0,442.0,1855.0,RA BR,0.0,,0.0,0.67,29.05,29.79,6.5,19,8.1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-05-06,75,56,66.0,,51,56.0,0.0,1.0,,,RA BR,,,,0.86,29.13,29.8,6.2,19,7.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-05-07,77,56,67.0,12.0,52,57.0,0.0,2.0,441.0,1856.0,RA BR HZ,0.0,,0.0,0.19,29.01,29.73,8.5,25,10.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2009-05-07,77,56,67.0,,53,58.0,0.0,2.0,,,RA BR HZ,,,,0.03,29.08,29.74,8.2,24,9.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2009-05-08,77,53,65.0,9.0,53,58.0,0.0,0.0,439.0,1857.0,TSRA RA,0.0,,0.0,0.02,28.94,29.68,4.9,21,6.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-05-08,74,57,66.0,,55,59.0,0.0,1.0,,,BR HZ,,,,0.01,29.0,29.67,4.4,20,6.1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2009-05-09,63,46,55.0,-1.0,44,48.0,10.0,0.0,438.0,1858.0,NA,0.0,,0.0,0.0,29.19,29.87,6.8,29,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-09,64,45,55.0,,44,49.0,10.0,0.0,,,NA,,,,0.0,29.26,29.87,4.7,28,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-10,67,40,54.0,-2.0,39,46.0,11.0,0.0,437.0,1859.0,NA,0.0,,0.0,0.0,29.41,30.11,4.7,30,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-10,67,43,55.0,,40,47.0,10.0,0.0,,,RA,,,,0.02,29.47,30.11,5.1,30,9.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-05-11,61,39,50.0,-7.0,35,44.0,15.0,0.0,436.0,1860.0,NA,0.0,,0.0,0.0,29.47,30.2,0.7,8,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-11,61,40,51.0,,34,44.0,14.0,0.0,,,NA,,,,0.0,29.53,30.2,2.1,7,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-12,71,39,55.0,-2.0,34,47.0,10.0,0.0,435.0,1901.0,NA,0.0,,0.0,0.0,29.38,30.13,9.5,16,9.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-12,72,44,58.0,,32,47.0,7.0,0.0,,,NA,,,,0.0,29.44,30.13,8.9,16,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-13,70,53,62.0,4.0,56,58.0,3.0,0.0,434.0,1902.0,TSRA RA BR,0.0,,0.0,0.55,29.01,29.76,14.4,19,16.4,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-05-13,71,54,63.0,,58,60.0,2.0,0.0,,,TSRA RA DZ BR,,,,1.03,29.08,29.77,12.9,18,14.8,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,2009-05-14,68,53,61.0,3.0,44,52.0,4.0,0.0,433.0,1903.0,NA,0.0,,0.0,0.0,29.31,30.0,10.5,27,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-14,69,55,62.0,,44,53.0,3.0,0.0,,,NA,,,,0.0,29.38,30.0,11.1,27,11.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-15,61,52,57.0,-1.0,51,54.0,8.0,0.0,432.0,1904.0,RA BR,0.0,,0.0,0.39,29.28,30.0,6.0,16,8.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-05-15,63,55,59.0,,52,55.0,6.0,0.0,,,TSRA RA BR,,,,0.7,29.34,29.99,4.4,15,5.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2009-05-16,62,45,54.0,-5.0,40,49.0,11.0,0.0,431.0,1905.0,BR,0.0,,0.0,0.0,29.36,30.05,11.0,29,12.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009-05-16,62,47,55.0,,41,50.0,10.0,0.0,,,DZ BR,,,,0.04,29.41,30.05,11.0,30,12.4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2009-05-17,63,39,51.0,-8.0,27,42.0,14.0,0.0,430.0,1906.0,NA,0.0,,0.0,0.0,29.6,30.32,0.2,33,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-17,59,41,50.0,,28,42.0,15.0,0.0,,,NA,,,,0.0,29.67,30.32,3.3,9,6.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-18,66,40,53.0,-7.0,33,45.0,12.0,0.0,429.0,1907.0,NA,0.0,,0.0,0.0,29.54,30.29,9.6,19,9.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-18,67,45,56.0,,30,45.0,9.0,0.0,,,NA,,,,0.0,29.62,30.3,9.3,19,9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-19,80,52,66.0,6.0,44,55.0,0.0,1.0,428.0,1908.0,NA,0.0,,0.0,0.0,29.48,30.21,13.5,21,13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-19,80,54,67.0,,43,54.0,0.0,2.0,,,NA,,,,0.0,29.55,30.22,12.3,21,12.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-20,84,61,73.0,12.0,44,57.0,0.0,8.0,427.0,1909.0,NA,0.0,,0.0,0.0,29.4,30.13,14.4,20,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-20,85,61,73.0,,43,57.0,0.0,8.0,,,NA,,,,0.0,29.47,30.13,11.9,20,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-21,84,60,72.0,11.0,49,59.0,0.0,7.0,426.0,1910.0,NA,0.0,,0.0,0.0,29.38,30.09,7.8,23,12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-21,85,60,73.0,,48,59.0,0.0,8.0,,,NA,,,,0.0,29.44,30.09,8.1,25,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-22,69,53,61.0,0.0,46,53.0,4.0,0.0,425.0,1911.0,NA,0.0,,0.0,0.0,29.46,30.18,10.4,4,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-22,70,56,63.0,,47,54.0,2.0,0.0,,,NA,,,,0.0,29.5,30.16,10.0,3,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-23,80,50,65.0,4.0,50,57.0,0.0,0.0,425.0,1912.0,NA,0.0,,0.0,0.0,29.33,30.06,4.5,7,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-23,79,55,67.0,,51,58.0,0.0,2.0,,,NA,,,,0.0,29.39,30.05,4.5,8,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-24,71,55,63.0,1.0,46,53.0,2.0,0.0,424.0,1913.0,NA,0.0,,0.0,0.0,29.34,30.07,10.4,4,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-24,70,56,63.0,,47,54.0,2.0,0.0,,,NA,,,,0.0,29.39,30.05,10.7,3,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-25,67,54,61.0,-1.0,43,51.0,4.0,0.0,423.0,1914.0,RA DZ,0.0,,0.0,0.04,29.28,30.02,10.3,6,10.8,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-05-25,64,56,60.0,,46,53.0,5.0,0.0,,,RA DZ,,,,0.08,29.33,30.0,8.7,6,9.5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-05-26,74,53,64.0,2.0,51,55.0,1.0,0.0,422.0,1915.0,TSRA RA BR,0.0,,0.0,1.73,29.08,29.82,7.5,5,7.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-05-26,76,56,66.0,,54,58.0,0.0,1.0,,,TSRA RA BR,,,,1.38,29.13,29.81,5.7,6,6.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2009-05-27,73,55,64.0,2.0,58,60.0,1.0,0.0,422.0,1916.0,DZ BR HZ,0.0,,0.0,0.02,28.95,29.68,3.6,24,7.2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2,2009-05-27,75,58,67.0,,60,63.0,0.0,2.0,,,DZ BR HZ,,,,0.0,29.02,29.67,6.8,24,8.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2009-05-28,62,54,58.0,-5.0,51,54.0,7.0,0.0,421.0,1916.0,NA,0.0,,0.0,0.0,29.06,29.76,6.8,30,8.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-28,64,55,60.0,,51,54.0,5.0,0.0,,,NA,,,,0.0,29.11,29.75,6.8,29,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-29,74,50,62.0,-2.0,49,55.0,3.0,0.0,421.0,1917.0,NA,0.0,,0.0,0.0,29.17,29.88,2.7,32,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-29,77,55,66.0,,49,55.0,0.0,1.0,,,NA,,,,0.0,29.23,29.87,2.0,31,6.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-30,79,50,65.0,1.0,46,54.0,0.0,0.0,420.0,1918.0,RA,0.0,,0.0,0.0,29.09,29.81,2.9,27,6.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-05-30,79,53,66.0,,46,55.0,0.0,1.0,,,NA,,,,0.0,29.15,29.8,1.8,29,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-05-31,73,45,59.0,-5.0,41,50.0,6.0,0.0,420.0,1919.0,NA,0.0,,0.0,0.0,29.21,29.94,2.7,10,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-05-31,72,49,61.0,,43,52.0,4.0,0.0,,,NA,,,,0.0,29.26,29.93,2.9,9,6.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-01,78,51,65.0,1.0,53,57.0,0.0,0.0,419.0,1920.0,TSRA RA,0.0,,0.0,0.44,29.19,29.89,1.2,34,11.1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-06-01,80,52,66.0,,54,58.0,0.0,1.0,,,TSRA RA,,,,0.83,29.25,29.88,1.0,34,10.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2009-06-02,60,48,54.0,-10.0,46,50.0,11.0,0.0,419.0,1920.0,RA BR,0.0,,0.0,0.12,29.36,30.09,7.4,3,8.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-02,61,50,56.0,,47,51.0,9.0,0.0,,,RA BR,,,,0.06,29.42,30.07,8.3,3,9.2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-03,61,43,52.0,-12.0,39,46.0,13.0,0.0,418.0,1921.0,NA,0.0,,0.0,0.0,29.42,30.15,10.5,4,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-03,61,47,54.0,,40,48.0,11.0,0.0,,,NA,,,,0.0,29.47,30.13,11.0,2,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-04,68,42,55.0,-9.0,37,48.0,10.0,0.0,418.0,1922.0,NA,0.0,,0.0,0.0,29.31,30.05,4.7,4,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-04,68,47,58.0,,38,49.0,7.0,0.0,,,NA,,,,0.0,29.36,30.05,5.2,5,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-05,79,44,62.0,-3.0,44,54.0,3.0,0.0,417.0,1923.0,NA,0.0,,0.0,0.0,29.18,29.91,5.8,26,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-05,80,47,64.0,,43,54.0,1.0,0.0,,,NA,,,,0.0,29.23,29.91,6.3,25,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-06,63,51,57.0,-9.0,45,50.0,8.0,0.0,417.0,1923.0,NA,0.0,,0.0,0.02,29.2,29.93,6.2,5,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-06,66,55,61.0,,48,53.0,4.0,0.0,,,RA,,,,0.0,29.26,29.92,4.7,3,7.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-07,73,52,63.0,-3.0,53,57.0,2.0,0.0,417.0,1924.0,BR,0.0,,0.0,0.04,29.14,29.87,2.7,8,6.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2009-06-07,74,56,65.0,,54,59.0,0.0,0.0,,,RA BR,,,,0.0,29.21,29.86,1.5,11,7.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-08,80,52,66.0,0.0,60,63.0,0.0,1.0,417.0,1925.0,TSRA RA BR,0.0,,0.0,0.45,29.06,29.77,5.9,24,9.2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-06-08,82,55,69.0,,61,65.0,0.0,4.0,,,TSRA RA BR HZ,,,,0.3,29.11,29.76,6.4,25,10.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2009-06-09,67,55,61.0,-5.0,53,56.0,4.0,0.0,416.0,1925.0,DZ BR,0.0,,0.0,0.0,29.23,29.94,4.0,6,6.3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2009-06-09,67,56,62.0,,53,56.0,3.0,0.0,,,DZ BR HZ,,,,0.0,29.29,29.94,6.4,8,7.9,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,2009-06-10,67,54,61.0,-6.0,49,53.0,4.0,0.0,416.0,1926.0,RA,0.0,,0.0,0.01,29.15,29.89,8.0,5,8.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-10,67,55,61.0,,50,55.0,4.0,0.0,,,RA,,,,0.04,29.21,29.88,8.5,4,9.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-11,64,53,59.0,-8.0,51,54.0,6.0,0.0,416.0,1926.0,RA HZ,0.0,,0.0,0.01,29.11,29.83,10.2,3,10.3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2,2009-06-11,60,53,57.0,,53,54.0,8.0,0.0,,,RA BR HZ,,,,1.14,29.17,29.82,8.8,1,9.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,2009-06-12,74,49,62.0,-6.0,49,55.0,3.0,0.0,416.0,1927.0,RA,0.0,,0.0,0.0,29.24,29.95,4.4,7,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-12,72,50,61.0,,49,55.0,4.0,0.0,,,NA,,,,0.0,29.3,29.95,5.0,6,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-13,68,54,61.0,-7.0,51,55.0,4.0,0.0,416.0,1927.0,RA BR,0.0,,0.0,0.33,29.28,30.0,5.9,5,6.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-13,66,56,61.0,,52,55.0,4.0,0.0,,,RA,,,,0.31,29.34,29.99,7.2,4,7.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-14,77,51,64.0,-4.0,48,57.0,1.0,0.0,416.0,1928.0,NA,0.0,,0.0,0.0,29.29,30.01,4.5,4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-14,76,54,65.0,,50,57.0,0.0,0.0,,,NA,,,,0.0,29.34,30.0,5.1,5,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-15,81,53,67.0,-1.0,49,58.0,0.0,2.0,416.0,1928.0,NA,0.0,,0.0,0.0,29.28,30.01,5.5,9,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-15,81,57,69.0,,49,58.0,0.0,4.0,,,HZ,,,,0.0,29.34,29.99,7.4,9,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2009-06-16,71,59,65.0,-4.0,55,60.0,0.0,0.0,416.0,1929.0,RA BR,0.0,,0.0,1.23,29.15,29.89,11.2,10,11.8,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-16,71,64,68.0,,57,61.0,0.0,3.0,,,RA BR,,,,1.07,29.21,29.87,10.3,11,10.7,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-17,71,61,66.0,-3.0,59,62.0,0.0,1.0,416.0,1929.0,BR HZ,0.0,,0.0,0.0,29.16,29.88,3.0,36,6.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2,2009-06-17,73,63,68.0,,60,63.0,0.0,3.0,,,BR HZ,,,,0.0,29.21,29.87,2.6,34,6.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,2009-06-18,80,61,71.0,1.0,63,67.0,0.0,6.0,416.0,1929.0,RA BR,0.0,,0.0,0.12,29.08,29.87,6.7,16,7.9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-18,81,63,72.0,,64,67.0,0.0,7.0,,,TSRA BR HZ,,,,0.11,29.15,29.79,3.7,17,5.8,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
1,2009-06-19,86,65,76.0,6.0,67,69.0,0.0,11.0,416.0,1930.0,TS TSRA BR,0.0,,0.0,3.97,28.97,29.7,7.2,18,11.6,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-06-19,88,66,77.0,,68,70.0,0.0,12.0,,,TS TSRA RA BR,,,,0.87,29.03,29.68,6.3,18,10.5,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2009-06-20,87,68,78.0,8.0,65,70.0,0.0,13.0,416.0,1930.0,NA,0.0,,0.0,0.0,29.08,29.76,8.3,29,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-20,88,69,79.0,,65,70.0,0.0,14.0,,,NA,,,,0.0,29.13,29.74,8.3,28,8.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-21,84,70,77.0,7.0,63,68.0,0.0,12.0,416.0,1930.0,NA,0.0,,0.0,0.01,29.12,29.82,2.8,7,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-21,86,71,79.0,,64,69.0,0.0,14.0,,,RA,,,,0.0,29.17,29.8,3.3,9,3.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-22,89,68,79.0,9.0,67,71.0,0.0,14.0,417.0,1931.0,TSRA RA,0.0,,0.0,0.09,29.09,29.79,4.0,11,5.6,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-06-22,89,70,80.0,,67,71.0,0.0,15.0,,,TSRA,,,,0.06,29.15,29.77,5.3,12,7.2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
1,2009-06-23,94,71,83.0,13.0,69,73.0,0.0,18.0,417.0,1931.0,NA,0.0,,0.0,0.0,29.16,29.87,1.8,14,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-23,92,75,84.0,,68,73.0,0.0,19.0,,,NA,,,,0.0,29.22,29.85,2.8,13,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-24,94,75,85.0,14.0,68,73.0,0.0,20.0,417.0,1931.0,TSRA,0.0,,0.0,0.04,29.16,29.87,1.9,22,5.8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
2,2009-06-24,93,73,83.0,,68,73.0,0.0,18.0,,,BR,,,,0.78,29.21,29.85,2.1,23,4.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2009-06-25,94,75,85.0,14.0,69,73.0,0.0,20.0,417.0,1931.0,NA,0.0,,0.0,0.0,29.08,29.8,2.4,32,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-25,93,76,85.0,,68,73.0,0.0,20.0,,,NA,,,,0.0,29.15,29.77,1.8,26,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-26,86,69,78.0,7.0,60,72.0,0.0,13.0,418.0,1931.0,NA,0.0,,0.0,0.0,29.15,29.85,6.4,4,8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-26,86,72,79.0,,61,67.0,0.0,14.0,,,NA,,,,0.0,29.2,29.83,6.4,4,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-27,89,62,76.0,5.0,61,67.0,0.0,11.0,418.0,1931.0,TS RA,0.0,,0.0,0.3,29.1,29.82,5.1,21,6.9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-06-27,90,67,79.0,,60,67.0,0.0,14.0,,,RA,,,,0.05,29.18,29.8,6.0,22,6.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,2009-06-28,83,66,75.0,4.0,53,62.0,0.0,10.0,419.0,1931.0,NA,0.0,,0.0,0.0,29.0,29.73,13.2,29,13.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-28,83,68,76.0,,53,62.0,0.0,11.0,,,NA,,,,0.0,29.08,29.71,14.1,29,14.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-29,77,63,70.0,-1.0,54,61.0,0.0,5.0,419.0,1931.0,NA,0.0,,0.0,0.0,28.89,29.6,12.2,30,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-29,78,65,72.0,,54,61.0,0.0,7.0,,,NA,,,,0.0,28.95,29.59,13.4,30,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-06-30,66,59,63.0,-9.0,53,57.0,2.0,0.0,419.0,1931.0,NA,0.0,,0.0,0.0,28.95,29.65,8.9,30,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2,2009-06-30,68,61,65.0,,53,58.0,0.0,0.0,,,NA,,,,0.0,29.0,29.64,8.1,30,8.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,2009-07-01,65,57,61.0,-11.0,52,56.0,4.0,0.0,420.0,1931.0,RA DZ,0.0,,0.0,0.0,29.07,29.77,8.2,32,8.7,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
2,2009-07-01,65,57,61.0,,54,57.0,4.0,0.0,,,RA DZ BR,,,,0.02,29.13,29.76,6.6,31,7.4,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
