company,review_header,rating,pro,con,date_author
Formedix,Fast paced and evolving company,4.0,"Brand new modern office and pleasant office/working environment.

Met some great people who have become friends outside of work.

Flexible hours and freedom given to work towards deadlines in your own way.

Monthly department presentations gets the company together, socialising & learning.",Major responsibility can be given without great experience - this can cause slight panic but ultimately great satisfaction upon completion.,11 Oct 2013 - 
Formedix,"Bad attitudes, poor salaries, no training",1.0,Occasionally we get a good project or task to work on but that's usually bogged down by overbearing management who want to claim the reward for our work.,"Unless you're in the clique then forget about wage rises, titles, responsibility, training or even being told about an office move. The monthly meetings are a lie. Management is a bad joke that plays everything with the cards close to their chest.",12 Oct 2013 - Anonymous Employee
G2i,Started well,3.0,"Flexible hours, 21 days PTO, no micromanagement.",Constant changing without much thought or employee support. Company started off amazing but I struggle with their vision and direction now.,1 Oct 2021 - Developer Success
G2i,"Great ""little"" company with a healthy work life balance!",5.0,The company cares a lot about developers and their health. They actively try to support core developers throughout client projects. And if you work internal they have a 4-day work week every other week. It's a great company if you care about work life balance!,It's a smaller company with a lot of transitional phases.,1 Sept 2021 - React/React Native Developer
G2i,Great Company,5.0,The company is very supportive. They sought to help advance my tech dreams by providing me a mentor. At this company there is great work life balance and knowledgeable leadership.,It's a great company so there's not many downsides. Since it's a younger company it may have a lot of transitions but other than that it's great company.,4 Aug 2021 - Anonymous Employee
Galt Pharmaceuticals,Flexible startup that respects work-life balance,5.0,"4 day work week, flexible remote schedule. Leadership values input from all members of the company","Environment is ever-changing, really only a con if you do not thrive in a startup environment",2 Jun 2022 - Anonymous Employee
Galt Pharmaceuticals,pharma salary,4.0,It's a small company with those kind of perks,no chance for advancement in the company,6 Mar 2022 - Pharmaceutical Representative
Galt Pharmaceuticals,Good Company,5.0,Great environment to learn and grow,I would prefer a different location,23 Dec 2021 - Part Time Marketing Assistant
Galt Pharmaceuticals,Great Place to Work,5.0,Authenticity: You are allowed to be your self and bring positive results in your unique way.,As with any start-up resources are slim,21 Jun 2021 - Sales Manager
Galt Pharmaceuticals,Good for Experience,2.0,Good for getting experience in pharmaceutical sales.,Insurance coverage of product is non existent.,13 May 2021 - Pharmaceuticals Sales Representative
Galt Pharmaceuticals,"3 Ring Circus-Bunch of Clowns, Look Away-Far Away",1.0,"Emergency Flexibility, okay insurance, paid vacation,","Management Poor, Scattered Objective, 
Low Moral, Hypocrisy, Unrealistic Expectations",14 May 2021 - Anonymous Employee
Galt Pharmaceuticals,Great company,5.0,Great company with fantastic leadership,no cons to this company,12 Mar 2021 - Corporate Team Member
Galt Pharmaceuticals,Nice company,4.0,Calm and quiet environment. Great team,"Salary, commute, promotion, benefits, pension",18 Jan 2021 - Staff Pharmacist
Galt Pharmaceuticals,Business Development,5.0,The company truly wants what is best for the employees. Everyone feels like family and they push you to be the best version of yourself while also representing something bigger than yourself.,There are no cons for working here.,6 Jan 2021 - Business Development Coordinator
Galt Pharmaceuticals,A company that gives your the opportunity to reach for the stars!!!,5.0,The company is very entrepreneurial and is looking to change the way pharmaceutical companies do business and I am enjoying the journey as they do this through their phranchise model. The Leaders of the company are very accessible and are quick to listen and adjust their strategy based on feedback. They don't have outside investors or a board of shareholders so they can stick to their mission and support entrepreneurs and their employees without outside intervention.,They are small but growing and with that comes growing pains so whoever comes to work at Galt needs to have an open mind and be flexible. They don't have big pharma budgets but that isn't a bad thing because it teaches us to hunt with what we've got.,6 Oct 2020 - Sales Representative
